Line# | # then | # else | conditional expression
5739       0       0           bufp->allocated == (1L << 16)
5739       0       0           bufp->allocated > (1L << 16)
5739       0       0           bufp->buffer == ((void *)0)
5743       0       0           old_buffer != bufp->buffer
5743       0       0           fixup_alt_jump
5743       0       0           laststart
5743       0       0           pending_exact
5751       0       0           (compile_stack.avail == 0)
5752       0       0           syntax & ((((((((((((((((((1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1)
5769       0       0           (compile_stack.stack[compile_stack.avail]).fixup_alt_jump
5781       0       0           this_group_regnum <= 255
5787       0       0           0
5787       0       0           b - bufp->buffer + (3) > bufp->allocated
5787       0       0           0
5787       0       0           bufp->allocated == (1L << 16)
5787       0       0           bufp->allocated > (1L << 16)
5787       0       0           bufp->buffer == ((void *)0)
5791       0       0           old_buffer != bufp->buffer
5791       0       0           fixup_alt_jump
5791       0       0           laststart
5791       0       0           pending_exact
5798       0       0           '|'
5799       0       0           syntax & (((((((((((1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) || syntax & ((((((((((((((((1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1)
5802       0       0           syntax & (((((((((((1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1)
5807       0       0           b - bufp->buffer + (3) > bufp->allocated
5807       0       0           0
5807       0       0           bufp->allocated == (1L << 16)
5807       0       0           bufp->allocated > (1L << 16)
5807       0       0           bufp->buffer == ((void *)0)
5811       0       0           old_buffer != bufp->buffer
5811       0       0           fixup_alt_jump
5811       0       0           laststart
5811       0       0           pending_exact
5816       0       0           fixup_alt_jump
5823       0       0           b - bufp->buffer + (3) > bufp->allocated
5823       0       0           0
5823       0       0           bufp->allocated == (1L << 16)
5823       0       0           bufp->allocated > (1L << 16)
5823       0       0           bufp->buffer == ((void *)0)
5827       0       0           old_buffer != bufp->buffer
5827       0       0           fixup_alt_jump
5827       0       0           laststart
5827       0       0           pending_exact
5835       0       0           '{'
5837       0       0           !(syntax & ((((((((((1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1)) || ((syntax & ((((((((((1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1)) && (syntax & (((((((((((((1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1))) || (p - 2 == pattern && p == pend)
5853       0       0           p == pend
5855       0       0           syntax & (((((((((((((1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1)
5861       0       0           p != pend
5861       0       0           0
5861       0       0           p == pend
5861       0       0           translate
5861       0       0           (1 && ((*__ctype_b_loc())[(int)((c))] & (unsigned short)_ISdigit))
5869       0       0           lower_bound < 0
5869       0       0           p == pend
5869       0       0           0
5869       0       0           p == pend
5869       0       0           translate
5871       0       0           c == ','
5873       0       0           p != pend
5873       0       0           0
5873       0       0           p == pend
5873       0       0           translate
5873       0       0           (1 && ((*__ctype_b_loc())[(int)((c))] & (unsigned short)_ISdigit))
5881       0       0           upper_bound < 0
5881       0       0           p == pend
5881       0       0           0
5881       0       0           p == pend
5881       0       0           translate
5882       0       0           upper_bound < 0
5888       0       0           lower_bound < 0 || upper_bound > ((1 << 15) - 1) || lower_bound > upper_bound
5891       0       0           syntax & (((((((((((((1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1)
5897       0       0           !(syntax & (((((((((((((1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1))
5899       0       0           c != '\'
5901       0       0           0
5901       0       0           p == pend
5901       0       0           translate
5904       0       0           c != '}'
5906       0       0           syntax & (((((((((((((1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1)
5915       0       0           !laststart
5917       0       0           syntax & ((((((1) << 1) << 1) << 1) << 1) << 1)
5919       0       0           syntax & (((((1) << 1) << 1) << 1) << 1)
5928       0       0           upper_bound == 0
5930       0       0           b - bufp->buffer + (3) > bufp->allocated
5930       0       0           0
5930       0       0           bufp->allocated == (1L << 16)
5930       0       0           bufp->allocated > (1L << 16)
5930       0       0           bufp->buffer == ((void *)0)
5934       0       0           old_buffer != bufp->buffer
5934       0       0           fixup_alt_jump
5934       0       0           laststart
5934       0       0           pending_exact
5944       0       0           b - bufp->buffer + (nbytes) > bufp->allocated
5944       0       0           0
5944       0       0           bufp->allocated == (1L << 16)
5944       0       0           bufp->allocated > (1L << 16)
5944       0       0           bufp->buffer == ((void *)0)
5948       0       0           old_buffer != bufp->buffer
5948       0       0           fixup_alt_jump
5948       0       0           laststart
5948       0       0           pending_exact
5967       0       0           upper_bound > 1
6004       0       0           0
6004       0       0           p == pend
6004       0       0           translate
6006       0       0           !(syntax & (((((((((((((1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1) << 1))
6008       0       0           p > pattern && p[-1] == '\'
6013       0       0           'w'
6015       0       0           0
6015       0       0           b - bufp->buffer + (1) > bufp->allocated
6015       0       0           0
6015       0       0           bufp->allocated == (1L << 16)
6015       0       0           bufp->allocated > (1L << 16)
6015       0       0           bufp->buffer == ((void *)0)
6019       0       0           old_buffer != bufp->buffer
6019       0       0           fixup_alt_jump
6019       0       0           laststart
6019       0       0           pending_exact
6023       0       0           'W'
6025       0       0           0
